Transaction_ID,Date,Month,Month_Name,Quarter,State,Platform,Category,Age_Group,Gender,Customer_Segment,Device_Type,Payment_Method,Delivery_Option,Order_Value_NGN,Quantity,Total_Value_NGN,Discount_Pct,Discount_Amount_NGN,Final_Value_NGN,Delivery_Days,Customer_Satisfaction,Repeat_Purchase_Likelihood,Returned,Platform_Rating
NM-10776,2023-11-27,11,Nov,Q4,Delta,Konga,Home & Living,35-44,Female,Retiree,Mobile,Transfer,Next Day,58908.84,1,58908.84,10,5890.88,53017.96,1,5,High,1,4.7
NM-10777,2023-02-21,2,Feb,Q1,Kaduna,Jumia,Food & Grocery,35-44,Female,Retiree,Tablet,Wallet,Next Day,18854.52,2,37709.04,10,3770.9,33938.14,1,5,High,0,4.8
NM-10778,2023-11-27,11,Nov,Q4,Borno,Amazon Nigeria,Home & Living,25-34,Female,Business Owner,Mobile,USSD,2-3 Days,58248.16,2,116496.32,5,5824.82,110671.5,3,3,Low,0,4.7
NM-10779,2023-10-26,10,Oct,Q4,Borno,Shoprite Online,Books & Education,45-54,Female,Retiree,Mobile,Wallet,Next Day,7423.75,1,7423.75,0,0.0,7423.75,1,4,High,0,4.8
NM-10780,2023-12-12,12,Dec,Q4,Abuja,Jumia,Sports & Fitness,18-24,Male,Young Professional,Mobile,Card,Next Day,61208.92,1,61208.92,15,9181.34,52027.58,2,3,Low,0,4.1
NM-10781,2023-07-21,7,Jul,Q3,Delta,Jiji,Books & Education,18-24,Female,Homemaker,Mobile,USSD,2-3 Days,13978.08,2,27956.16,20,5591.23,22364.93,2,3,Medium,1,4.3
NM-10782,2023-10-20,10,Oct,Q4,Borno,Amazon Nigeria,Sports & Fitness,55+,Female,Business Owner,Mobile,Transfer,Next Day,72289.02,3,216867.06,0,0.0,216867.06,1,5,High,0,3.4
NM-10783,2023-02-12,2,Feb,Q1,Oyo,PayPorte,Home & Living,35-44,Female,Student,Mobile,Transfer,Same Day,29197.97,2,58395.94,0,0.0,58395.94,1,2,Low,0,4.4
NM-10784,2023-03-08,3,Mar,Q1,Delta,Konga,Food & Grocery,18-24,Male,Student,Mobile,Transfer,Same Day,23005.56,1,23005.56,10,2300.56,20705.0,1,5,High,0,3.8
NM-10785,2023-01-07,1,Jan,Q1,Borno,Shoprite Online,Home & Living,25-34,Male,Homemaker,Mobile,Transfer,Standard (5-7 Days),80938.78,1,80938.78,20,16187.76,64751.02,5,4,Medium,0,4.6
NM-10786,2023-05-27,5,May,Q2,Anambra,Jiji,Food & Grocery,55+,Male,Retiree,Desktop,USSD,2-3 Days,10638.27,1,10638.27,15,1595.74,9042.53,3,4,Medium,0,4.3
NM-10787,2023-04-28,4,Apr,Q2,Rivers,PayPorte,Sports & Fitness,45-54,Female,Student,Desktop,Card,Standard (5-7 Days),77635.3,1,77635.3,0,0.0,77635.3,7,2,Low,0,3.1
NM-10788,2023-03-24,3,Mar,Q1,Abuja,Amazon Nigeria,Food & Grocery,25-34,Male,Homemaker,Mobile,Transfer,Same Day,13024.14,2,26048.28,0,0.0,26048.28,1,5,High,0,3.0
NM-10789,2023-03-23,3,Mar,Q1,Rivers,Jumia,Health & Beauty,25-34,Female,Retiree,Mobile,Wallet,2-3 Days,29402.45,2,58804.9,10,5880.49,52924.41,3,3,Low,0,4.0
NM-10790,2023-06-28,6,Jun,Q2,Delta,Jiji,Books & Education,25-34,Female,Student,Mobile,USSD,Same Day,6521.59,1,6521.59,0,0.0,6521.59,1,5,High,0,3.0
NM-10791,2023-07-31,7,Jul,Q3,Lagos,Jiji,Fashion,45-54,Female,Retiree,Mobile,Wallet,Same Day,26261.42,1,26261.42,5,1313.07,24948.35,1,5,Medium,0,4.5
NM-10792,2023-04-11,4,Apr,Q2,Kaduna,Konga,Food & Grocery,35-44,Male,Homemaker,Mobile,Wallet,2-3 Days,13692.35,1,13692.35,0,0.0,13692.35,3,3,Low,0,4.0
NM-10793,2023-01-09,1,Jan,Q1,Enugu,Instagram Shop,Books & Education,18-24,Male,Student,Mobile,USSD,Next Day,9129.27,1,9129.27,10,912.93,8216.34,2,4,High,0,4.1
NM-10794,2023-08-12,8,Aug,Q3,Kaduna,Jumia,Home & Living,45-54,Female,Young Professional,Mobile,Wallet,2-3 Days,99667.2,1,99667.2,10,9966.72,89700.48,2,5,Medium,0,3.6
NM-10795,2023-03-05,3,Mar,Q1,Kaduna,Jiji,Electronics,35-44,Female,Homemaker,Desktop,Transfer,Standard (5-7 Days),321166.35,1,321166.35,15,48174.95,272991.4,7,4,High,0,4.4
NM-10796,2023-11-09,11,Nov,Q4,Oyo,Jiji,Sports & Fitness,35-44,Male,Homemaker,Mobile,Card,2-3 Days,50272.54,1,50272.54,10,5027.25,45245.29,3,4,Medium,0,3.9
NM-10797,2023-02-20,2,Feb,Q1,Delta,PayPorte,Automobile Parts,25-34,Male,Homemaker,Mobile,Cash on Delivery,Same Day,36500.45,1,36500.45,25,9125.11,27375.34,1,4,Medium,0,3.4
NM-10798,2023-05-16,5,May,Q2,Enugu,PayPorte,Health & Beauty,45-54,Male,Young Professional,Mobile,Wallet,Standard (5-7 Days),7867.14,1,7867.14,30,2360.14,5507.0,5,3,Medium,0,4.1
NM-10799,2023-10-07,10,Oct,Q4,Kano,Jumia,Automobile Parts,18-24,Female,Student,Desktop,Transfer,2-3 Days,189193.12,2,378386.24,0,0.0,378386.24,2,2,Low,0,3.9
NM-10800,2023-03-03,3,Mar,Q1,Enugu,Jumia,Fashion,25-34,Male,Retiree,Desktop,Wallet,2-3 Days,21954.24,3,65862.72,5,3293.14,62569.58,3,4,High,0,4.2
NM-10801,2023-11-01,11,Nov,Q4,Anambra,Konga,Books & Education,25-34,Male,Student,Desktop,Transfer,Next Day,6943.6,2,13887.2,10,1388.72,12498.48,1,5,Medium,0,4.2
NM-10802,2023-04-28,4,Apr,Q2,Delta,PayPorte,Automobile Parts,25-34,Female,Retiree,Tablet,Wallet,Same Day,144969.34,1,144969.34,15,21745.4,123223.94,1,5,High,0,4.0
NM-10803,2023-11-06,11,Nov,Q4,Enugu,Jiji,Sports & Fitness,18-24,Female,Young Professional,Mobile,Cash on Delivery,Standard (5-7 Days),74393.26,2,148786.52,0,0.0,148786.52,7,2,Low,0,3.6
NM-10804,2023-10-24,10,Oct,Q4,Abuja,Konga,Food & Grocery,18-24,Female,Student,Mobile,Wallet,Next Day,19481.13,3,58443.39,5,2922.17,55521.22,1,5,High,0,4.4
NM-10805,2023-09-27,9,Sep,Q3,Rivers,Jiji,Automobile Parts,18-24,Female,Young Professional,Tablet,Card,Standard (5-7 Days),93473.47,2,186946.94,5,9347.35,177599.59,6,1,Low,1,3.5
NM-10806,2023-01-01,1,Jan,Q1,Borno,Jiji,Food & Grocery,25-34,Female,Retiree,Mobile,Card,Next Day,9859.77,5,49298.85,0,0.0,49298.85,2,4,High,0,4.8
NM-10807,2023-11-29,11,Nov,Q4,Kaduna,Instagram Shop,Health & Beauty,35-44,Male,Student,Mobile,USSD,Same Day,3525.89,1,3525.89,0,0.0,3525.89,1,5,High,1,4.9
NM-10808,2023-01-02,1,Jan,Q1,Abuja,Shoprite Online,Food & Grocery,25-34,Female,Homemaker,Mobile,USSD,Same Day,21924.87,1,21924.87,10,2192.49,19732.38,1,5,High,0,3.5
NM-10809,2023-05-08,5,May,Q2,Kaduna,Jiji,Automobile Parts,35-44,Female,Student,Tablet,Cash on Delivery,Standard (5-7 Days),142185.1,2,284370.2,10,28437.02,255933.18,7,3,Medium,1,3.2
NM-10810,2023-01-30,1,Jan,Q1,Kaduna,Jiji,Sports & Fitness,35-44,Female,Young Professional,Mobile,Transfer,Next Day,68206.2,2,136412.4,30,40923.72,95488.68,1,2,Low,1,3.5
NM-10811,2023-02-21,2,Feb,Q1,Borno,Jiji,Automobile Parts,55+,Female,Homemaker,Mobile,Card,Standard (5-7 Days),106816.21,1,106816.21,5,5340.81,101475.4,6,1,Low,1,3.6
NM-10812,2023-10-13,10,Oct,Q4,Borno,Jumia,Electronics,35-44,Female,Young Professional,Desktop,USSD,2-3 Days,220485.81,1,220485.81,5,11024.29,209461.52,3,3,High,1,4.6
NM-10813,2023-06-13,6,Jun,Q2,Delta,Shoprite Online,Sports & Fitness,35-44,Male,Business Owner,Desktop,Wallet,Standard (5-7 Days),77321.6,1,77321.6,10,7732.16,69589.44,5,2,Low,0,3.3
NM-10814,2023-01-28,1,Jan,Q1,Kano,Shoprite Online,Sports & Fitness,35-44,Male,Business Owner,Mobile,USSD,2-3 Days,4695.86,4,18783.44,5,939.17,17844.27,2,3,Low,0,3.9
NM-10815,2023-04-01,4,Apr,Q2,Delta,PayPorte,Books & Education,25-34,Male,Business Owner,Mobile,USSD,Same Day,5292.56,5,26462.8,0,0.0,26462.8,1,2,Low,0,5.0
NM-10816,2023-01-07,1,Jan,Q1,Delta,PayPorte,Food & Grocery,25-34,Female,Young Professional,Desktop,Card,2-3 Days,23412.66,1,23412.66,0,0.0,23412.66,3,4,Medium,0,3.3
NM-10817,2023-09-30,9,Sep,Q3,Rivers,Jiji,Home & Living,35-44,Female,Business Owner,Mobile,Cash on Delivery,2-3 Days,10530.77,2,21061.54,25,5265.39,15796.15,3,5,Medium,0,4.4
NM-10818,2023-05-11,5,May,Q2,Rivers,Jiji,Health & Beauty,18-24,Female,Retiree,Desktop,USSD,Same Day,12428.85,1,12428.85,10,1242.88,11185.97,1,5,Medium,0,4.9
NM-10819,2023-04-16,4,Apr,Q2,Delta,Jumia,Books & Education,25-34,Female,Homemaker,Desktop,Wallet,Standard (5-7 Days),4779.1,1,4779.1,10,477.91,4301.19,5,1,Low,0,4.1
NM-10820,2023-11-22,11,Nov,Q4,Lagos,PayPorte,Electronics,45-54,Male,Young Professional,Mobile,Transfer,Next Day,80111.24,1,80111.24,30,24033.37,56077.87,1,5,Medium,1,3.7
NM-10821,2023-08-31,8,Aug,Q3,Rivers,Amazon Nigeria,Electronics,35-44,Male,Business Owner,Desktop,Transfer,Same Day,184227.42,1,184227.42,0,0.0,184227.42,1,4,High,0,3.5
NM-10822,2023-12-27,12,Dec,Q4,Lagos,Shoprite Online,Home & Living,35-44,Male,Business Owner,Desktop,Wallet,Standard (5-7 Days),95192.0,1,95192.0,10,9519.2,85672.8,7,3,Low,0,4.0
NM-10823,2023-11-03,11,Nov,Q4,Oyo,Amazon Nigeria,Automobile Parts,45-54,Female,Retiree,Mobile,Wallet,Next Day,19696.81,5,98484.05,5,4924.2,93559.85,1,4,Medium,0,3.1
NM-10824,2023-10-31,10,Oct,Q4,Abuja,Amazon Nigeria,Automobile Parts,45-54,Female,Homemaker,Mobile,USSD,Next Day,94309.85,1,94309.85,0,0.0,94309.85,1,5,High,0,4.6
NM-10825,2023-03-01,3,Mar,Q1,Borno,Jumia,Food & Grocery,18-24,Male,Student,Desktop,Wallet,Next Day,2342.77,1,2342.77,20,468.55,1874.22,1,5,High,0,4.6
NM-10826,2023-07-16,7,Jul,Q3,Borno,PayPorte,Books & Education,45-54,Male,Student,Mobile,Cash on Delivery,Same Day,12257.6,1,12257.6,20,2451.52,9806.08,1,5,Medium,0,3.1
NM-10827,2023-01-18,1,Jan,Q1,Delta,Jumia,Food & Grocery,45-54,Female,Young Professional,Mobile,Card,2-3 Days,2083.95,2,4167.9,30,1250.37,2917.53,3,1,Low,1,4.6
NM-10828,2023-11-28,11,Nov,Q4,Kaduna,Jumia,Electronics,25-34,Male,Student,Mobile,Cash on Delivery,Standard (5-7 Days),146650.77,1,146650.77,20,29330.15,117320.62,6,1,Low,1,3.8
NM-10829,2023-10-11,10,Oct,Q4,Borno,Konga,Electronics,25-34,Male,Business Owner,Desktop,USSD,Standard (5-7 Days),62176.95,1,62176.95,10,6217.69,55959.26,6,3,High,0,4.2
NM-10830,2023-10-30,10,Oct,Q4,Enugu,Amazon Nigeria,Fashion,25-34,Male,Young Professional,Mobile,Cash on Delivery,Same Day,21007.68,1,21007.68,15,3151.15,17856.53,1,5,Medium,0,3.9
NM-10831,2023-10-20,10,Oct,Q4,Kaduna,Konga,Food & Grocery,35-44,Female,Business Owner,Mobile,Cash on Delivery,Same Day,10476.51,1,10476.51,0,0.0,10476.51,1,5,Medium,0,3.6
NM-10832,2023-11-27,11,Nov,Q4,Kano,Konga,Automobile Parts,25-34,Female,Young Professional,Mobile,Wallet,Same Day,113873.76,1,113873.76,10,11387.38,102486.38,1,4,High,0,3.6
NM-10833,2023-05-31,5,May,Q2,Lagos,Shoprite Online,Health & Beauty,45-54,Male,Business Owner,Mobile,USSD,Same Day,14617.57,3,43852.71,0,0.0,43852.71,1,5,High,0,4.7
NM-10834,2023-08-24,8,Aug,Q3,Borno,Jumia,Electronics,25-34,Female,Young Professional,Mobile,Transfer,2-3 Days,72511.82,3,217535.46,0,0.0,217535.46,2,3,High,0,4.5
NM-10835,2023-08-20,8,Aug,Q3,Lagos,Jumia,Books & Education,18-24,Male,Homemaker,Mobile,Wallet,Next Day,4745.0,1,4745.0,5,237.25,4507.75,2,4,High,0,4.7
NM-10836,2023-06-11,6,Jun,Q2,Abuja,Jumia,Sports & Fitness,55+,Female,Retiree,Mobile,Transfer,Same Day,18130.66,1,18130.66,20,3626.13,14504.53,1,3,High,0,3.6
NM-10837,2023-06-09,6,Jun,Q2,Anambra,Jiji,Electronics,45-54,Female,Student,Tablet,Transfer,Same Day,203194.42,1,203194.42,0,0.0,203194.42,1,5,High,0,3.3
NM-10838,2023-06-09,6,Jun,Q2,Oyo,Jumia,Books & Education,55+,Male,Retiree,Mobile,Transfer,Next Day,12447.65,1,12447.65,20,2489.53,9958.12,1,4,High,0,4.4
NM-10839,2023-05-04,5,May,Q2,Abuja,Konga,Health & Beauty,25-34,Female,Student,Tablet,Card,Standard (5-7 Days),13465.34,3,40396.02,5,2019.8,38376.22,6,4,High,0,3.8
NM-10840,2023-11-19,11,Nov,Q4,Oyo,Amazon Nigeria,Home & Living,45-54,Male,Young Professional,Mobile,Wallet,2-3 Days,116440.43,1,116440.43,20,23288.09,93152.34,3,2,Medium,0,3.9
NM-10841,2023-01-18,1,Jan,Q1,Kaduna,Konga,Sports & Fitness,35-44,Male,Young Professional,Mobile,Cash on Delivery,Next Day,45104.0,1,45104.0,15,6765.6,38338.4,1,5,Medium,1,3.8
NM-10842,2023-12-27,12,Dec,Q4,Abuja,WhatsApp Commerce,Books & Education,18-24,Female,Homemaker,Tablet,Wallet,Same Day,14222.8,2,28445.6,0,0.0,28445.6,1,2,Low,1,4.9
NM-10843,2023-10-17,10,Oct,Q4,Abuja,PayPorte,Electronics,45-54,Female,Business Owner,Mobile,Transfer,Standard (5-7 Days),134710.37,4,538841.48,0,0.0,538841.48,5,2,Medium,1,3.7
NM-10844,2023-04-08,4,Apr,Q2,Borno,Jumia,Sports & Fitness,18-24,Male,Young Professional,Mobile,Transfer,Standard (5-7 Days),68183.89,1,68183.89,10,6818.39,61365.5,7,1,Medium,0,4.7
NM-10845,2023-01-17,1,Jan,Q1,Borno,Jumia,Health & Beauty,18-24,Male,Student,Mobile,Transfer,Same Day,31044.32,1,31044.32,10,3104.43,27939.89,1,5,High,1,3.9
NM-10846,2023-01-24,1,Jan,Q1,Borno,Jiji,Food & Grocery,35-44,Male,Young Professional,Mobile,Wallet,2-3 Days,10310.96,1,10310.96,0,0.0,10310.96,2,1,Medium,0,3.1
NM-10847,2023-03-06,3,Mar,Q1,Anambra,PayPorte,Books & Education,25-34,Female,Retiree,Mobile,USSD,Standard (5-7 Days),11174.86,4,44699.44,10,4469.94,40229.5,7,3,High,0,3.0
NM-10848,2023-01-06,1,Jan,Q1,Anambra,Konga,Automobile Parts,18-24,Male,Business Owner,Mobile,Card,Next Day,21992.68,1,21992.68,5,1099.63,20893.05,2,3,Low,0,3.6
NM-10849,2023-01-17,1,Jan,Q1,Kano,PayPorte,Food & Grocery,45-54,Male,Retiree,Desktop,Card,2-3 Days,15140.31,2,30280.62,20,6056.12,24224.5,3,1,Low,0,3.5
NM-10850,2023-01-04,1,Jan,Q1,Kano,Amazon Nigeria,Fashion,35-44,Female,Homemaker,Mobile,Transfer,Next Day,14826.78,2,29653.56,25,7413.39,22240.17,2,4,High,0,4.7
NM-10851,2023-12-10,12,Dec,Q4,Abuja,Jumia,Automobile Parts,55+,Male,Homemaker,Mobile,USSD,Next Day,162388.52,1,162388.52,0,0.0,162388.52,1,5,Medium,1,4.4
NM-10852,2023-01-04,1,Jan,Q1,Kano,Jumia,Books & Education,25-34,Female,Student,Mobile,Transfer,Next Day,3942.59,1,3942.59,25,985.65,2956.94,1,5,High,0,4.4
NM-10853,2023-10-09,10,Oct,Q4,Kaduna,Jiji,Automobile Parts,25-34,Male,Young Professional,Desktop,Transfer,Standard (5-7 Days),113715.41,2,227430.82,20,45486.16,181944.66,5,3,Low,0,3.1
NM-10854,2023-11-08,11,Nov,Q4,Lagos,Shoprite Online,Sports & Fitness,18-24,Female,Retiree,Mobile,Card,Next Day,75637.97,1,75637.97,10,7563.8,68074.17,1,5,Medium,0,4.0
NM-10855,2023-11-17,11,Nov,Q4,Kano,PayPorte,Books & Education,35-44,Female,Homemaker,Mobile,Card,Next Day,14009.39,5,70046.95,0,0.0,70046.95,1,3,Medium,1,4.3
NM-10856,2023-11-18,11,Nov,Q4,Kano,Instagram Shop,Fashion,35-44,Female,Homemaker,Mobile,Transfer,Next Day,33861.03,1,33861.03,10,3386.1,30474.93,1,5,Medium,0,4.0
NM-10857,2023-09-15,9,Sep,Q3,Kano,PayPorte,Fashion,45-54,Female,Student,Mobile,Card,Same Day,6928.56,1,6928.56,0,0.0,6928.56,1,2,Low,0,4.9
NM-10858,2023-01-12,1,Jan,Q1,Delta,Konga,Sports & Fitness,18-24,Male,Young Professional,Desktop,Cash on Delivery,Next Day,53533.86,5,267669.3,0,0.0,267669.3,1,5,High,0,4.2
NM-10859,2023-03-25,3,Mar,Q1,Abuja,Instagram Shop,Electronics,18-24,Male,Business Owner,Mobile,USSD,2-3 Days,65529.98,1,65529.98,20,13106.0,52423.98,3,1,Low,1,3.8
NM-10860,2023-07-21,7,Jul,Q3,Anambra,Konga,Electronics,18-24,Female,Young Professional,Mobile,Cash on Delivery,Next Day,136287.02,1,136287.02,10,13628.7,122658.32,2,1,Low,0,4.4
NM-10861,2023-03-28,3,Mar,Q1,Borno,Konga,Electronics,25-34,Male,Homemaker,Mobile,USSD,Next Day,144089.01,1,144089.01,15,21613.35,122475.66,1,4,High,1,4.7
NM-10862,2023-11-01,11,Nov,Q4,Enugu,PayPorte,Health & Beauty,25-34,Female,Business Owner,Mobile,Card,Same Day,33387.06,2,66774.12,15,10016.12,56758.0,1,4,High,0,4.2
NM-10863,2023-05-25,5,May,Q2,Anambra,Jumia,Home & Living,35-44,Female,Young Professional,Mobile,Wallet,Next Day,113931.99,5,569659.95,0,0.0,569659.95,2,4,Medium,0,4.6
NM-10864,2023-08-28,8,Aug,Q3,Rivers,Jumia,Sports & Fitness,55+,Male,Business Owner,Mobile,Wallet,2-3 Days,63155.51,1,63155.51,10,6315.55,56839.96,3,5,High,0,4.4
NM-10865,2023-07-17,7,Jul,Q3,Kaduna,Instagram Shop,Sports & Fitness,55+,Male,Student,Mobile,Card,Standard (5-7 Days),74770.69,2,149541.38,10,14954.14,134587.24,5,4,Medium,0,3.0
NM-10866,2023-06-15,6,Jun,Q2,Lagos,Jiji,Health & Beauty,35-44,Female,Business Owner,Mobile,Wallet,Next Day,28062.14,1,28062.14,5,1403.11,26659.03,2,2,Low,0,3.5
NM-10867,2023-11-30,11,Nov,Q4,Borno,WhatsApp Commerce,Health & Beauty,55+,Female,Business Owner,Mobile,Card,Same Day,20195.01,1,20195.01,15,3029.25,17165.76,1,4,High,0,3.1
NM-10868,2023-03-04,3,Mar,Q1,Borno,Konga,Books & Education,25-34,Female,Young Professional,Mobile,Card,Same Day,8191.71,1,8191.71,5,409.59,7782.12,1,3,High,0,4.2
NM-10869,2023-08-24,8,Aug,Q3,Kaduna,Jumia,Sports & Fitness,45-54,Female,Homemaker,Desktop,USSD,Standard (5-7 Days),23741.88,3,71225.64,10,7122.56,64103.08,5,3,High,0,4.6
NM-10870,2023-03-09,3,Mar,Q1,Lagos,PayPorte,Automobile Parts,45-54,Male,Business Owner,Desktop,USSD,Next Day,118842.51,1,118842.51,5,5942.13,112900.38,1,2,Low,1,4.3
NM-10871,2023-01-24,1,Jan,Q1,Kaduna,Shoprite Online,Books & Education,35-44,Female,Retiree,Mobile,Wallet,2-3 Days,1990.95,4,7963.8,5,398.19,7565.61,2,3,Medium,0,4.9
NM-10872,2023-11-18,11,Nov,Q4,Abuja,Konga,Health & Beauty,35-44,Female,Student,Tablet,Card,Next Day,25059.15,1,25059.15,0,0.0,25059.15,1,4,High,0,3.7
NM-10873,2023-11-12,11,Nov,Q4,Lagos,Jiji,Food & Grocery,25-34,Female,Retiree,Desktop,Wallet,Next Day,10101.72,3,30305.16,10,3030.52,27274.64,1,4,High,0,4.4
NM-10874,2023-04-27,4,Apr,Q2,Rivers,Amazon Nigeria,Food & Grocery,35-44,Male,Homemaker,Mobile,Transfer,Next Day,11734.22,1,11734.22,5,586.71,11147.51,1,3,Low,1,3.1
NM-10875,2023-09-09,9,Sep,Q3,Kano,Konga,Books & Education,25-34,Male,Business Owner,Desktop,Transfer,Next Day,3183.2,1,3183.2,5,159.16,3024.04,1,3,High,0,4.1
NM-10876,2023-04-18,4,Apr,Q2,Oyo,Jiji,Health & Beauty,35-44,Male,Business Owner,Mobile,Cash on Delivery,Standard (5-7 Days),34339.54,4,137358.16,30,41207.45,96150.71,5,4,High,0,3.6
NM-10877,2023-11-13,11,Nov,Q4,Kano,Konga,Food & Grocery,18-24,Male,Student,Mobile,Card,Standard (5-7 Days),24836.76,1,24836.76,5,1241.84,23594.92,5,4,High,0,4.6
NM-10878,2023-09-06,9,Sep,Q3,Abuja,Jiji,Health & Beauty,18-24,Male,Young Professional,Mobile,Cash on Delivery,2-3 Days,24242.58,1,24242.58,10,2424.26,21818.32,2,4,High,0,4.5
NM-10879,2023-12-03,12,Dec,Q4,Kano,Konga,Electronics,35-44,Female,Homemaker,Desktop,Wallet,Next Day,137400.63,1,137400.63,15,20610.09,116790.54,2,3,High,0,4.4
NM-10880,2023-12-10,12,Dec,Q4,Kaduna,Jumia,Health & Beauty,25-34,Male,Business Owner,Mobile,Transfer,2-3 Days,5468.03,2,10936.06,10,1093.61,9842.45,3,4,Medium,0,3.7
NM-10881,2023-03-18,3,Mar,Q1,Oyo,Jumia,Food & Grocery,18-24,Female,Retiree,Mobile,Transfer,Same Day,9072.06,4,36288.24,10,3628.82,32659.42,1,5,High,0,3.8
NM-10882,2023-12-12,12,Dec,Q4,Kano,Konga,Books & Education,18-24,Female,Retiree,Mobile,Card,Next Day,11822.65,1,11822.65,5,591.13,11231.52,2,3,High,0,4.2
NM-10883,2023-10-24,10,Oct,Q4,Oyo,Jumia,Fashion,55+,Female,Young Professional,Mobile,Cash on Delivery,Same Day,29751.24,1,29751.24,0,0.0,29751.24,1,5,Medium,0,3.9
NM-10884,2023-08-26,8,Aug,Q3,Oyo,Jiji,Books & Education,18-24,Female,Student,Mobile,USSD,Same Day,6841.18,1,6841.18,10,684.12,6157.06,1,4,High,0,4.9
NM-10885,2023-07-28,7,Jul,Q3,Anambra,Shoprite Online,Automobile Parts,45-54,Male,Business Owner,Mobile,USSD,2-3 Days,54898.67,1,54898.67,0,0.0,54898.67,2,4,High,0,4.9
NM-10886,2023-07-09,7,Jul,Q3,Delta,Jumia,Sports & Fitness,25-34,Male,Retiree,Mobile,Card,Next Day,49110.9,2,98221.8,0,0.0,98221.8,2,4,High,0,3.6
NM-10887,2023-06-19,6,Jun,Q2,Kaduna,Jiji,Sports & Fitness,35-44,Male,Homemaker,Mobile,Wallet,Standard (5-7 Days),61282.66,3,183847.98,25,45962.0,137885.98,6,3,High,0,3.6
NM-10888,2023-10-22,10,Oct,Q4,Abuja,Konga,Home & Living,35-44,Male,Homemaker,Mobile,Wallet,2-3 Days,106305.52,3,318916.56,0,0.0,318916.56,2,1,Low,0,4.8
NM-10889,2023-08-17,8,Aug,Q3,Enugu,Jiji,Health & Beauty,55+,Female,Young Professional,Mobile,Transfer,Same Day,6695.38,2,13390.76,0,0.0,13390.76,1,4,High,0,4.3
NM-10890,2023-05-23,5,May,Q2,Anambra,Konga,Books & Education,25-34,Male,Retiree,Mobile,Wallet,Same Day,9150.25,3,27450.75,5,1372.54,26078.21,1,5,High,0,4.0
NM-10891,2023-04-08,4,Apr,Q2,Kano,Shoprite Online,Home & Living,25-34,Female,Business Owner,Mobile,Cash on Delivery,2-3 Days,43038.25,1,43038.25,10,4303.82,38734.43,2,5,Medium,0,3.4
NM-10892,2023-02-07,2,Feb,Q1,Abuja,Jumia,Sports & Fitness,25-34,Male,Business Owner,Mobile,Wallet,2-3 Days,20934.49,1,20934.49,5,1046.72,19887.77,3,3,Medium,1,3.5
NM-10893,2023-04-29,4,Apr,Q2,Rivers,Jumia,Books & Education,35-44,Male,Homemaker,Mobile,USSD,Next Day,10454.36,2,20908.72,5,1045.44,19863.28,2,4,High,0,3.7
NM-10894,2023-08-27,8,Aug,Q3,Oyo,Konga,Electronics,25-34,Male,Homemaker,Desktop,Card,Standard (5-7 Days),103271.15,5,516355.75,5,25817.79,490537.96,5,2,Medium,0,4.3
NM-10895,2023-03-20,3,Mar,Q1,Oyo,Konga,Sports & Fitness,18-24,Male,Young Professional,Mobile,Card,Next Day,51394.24,1,51394.24,0,0.0,51394.24,1,5,Medium,0,3.8
NM-10896,2023-08-13,8,Aug,Q3,Anambra,Konga,Fashion,25-34,Female,Young Professional,Mobile,Transfer,Standard (5-7 Days),38947.92,1,38947.92,5,1947.4,37000.52,5,4,Medium,0,4.7
NM-10897,2023-03-09,3,Mar,Q1,Kano,Instagram Shop,Health & Beauty,25-34,Female,Young Professional,Mobile,Cash on Delivery,Next Day,4016.67,1,4016.67,5,200.83,3815.84,1,5,High,0,3.1
NM-10898,2023-09-01,9,Sep,Q3,Kaduna,Jumia,Automobile Parts,35-44,Female,Young Professional,Mobile,USSD,Standard (5-7 Days),131301.08,2,262602.16,5,13130.11,249472.05,5,3,High,1,3.8
NM-10899,2023-03-17,3,Mar,Q1,Anambra,Konga,Home & Living,35-44,Male,Homemaker,Desktop,Wallet,Next Day,44040.02,3,132120.06,0,0.0,132120.06,1,2,Medium,0,4.4
NM-10900,2023-04-06,4,Apr,Q2,Enugu,PayPorte,Food & Grocery,35-44,Female,Student,Mobile,Card,Standard (5-7 Days),4293.78,1,4293.78,25,1073.44,3220.34,7,1,Medium,1,4.5
NM-10901,2023-04-26,4,Apr,Q2,Lagos,PayPorte,Fashion,35-44,Female,Homemaker,Desktop,Cash on Delivery,2-3 Days,28127.1,1,28127.1,10,2812.71,25314.39,3,4,High,0,3.2
NM-10902,2023-01-11,1,Jan,Q1,Kano,Jumia,Books & Education,35-44,Male,Homemaker,Desktop,Cash on Delivery,Next Day,6369.67,1,6369.67,0,0.0,6369.67,2,4,Medium,0,4.7
NM-10903,2023-01-10,1,Jan,Q1,Rivers,Shoprite Online,Electronics,25-34,Male,Homemaker,Desktop,Wallet,2-3 Days,117085.64,3,351256.92,5,17562.85,333694.07,2,4,Medium,0,4.4
NM-10904,2023-05-12,5,May,Q2,Enugu,PayPorte,Fashion,35-44,Male,Retiree,Desktop,Wallet,Next Day,29204.39,3,87613.17,5,4380.66,83232.51,1,5,Medium,0,4.0
NM-10905,2023-10-05,10,Oct,Q4,Kaduna,Shoprite Online,Food & Grocery,18-24,Male,Retiree,Mobile,USSD,Standard (5-7 Days),3925.44,3,11776.32,0,0.0,11776.32,5,3,Low,0,4.7
